,municipio,data,precipitacao,temperatura_maxima,temperatura_minima,temperatura_media,umidade_relativa_media,quantidade_notificacoes
14908,JACOBINA,27/01/2012,0.0,33.0,20.7,26.92,55.0,1
14909,JACOBINA,30/01/2012,0.0,32.8,21.3,26.94,50.25,4
14910,JACOBINA,31/01/2012,0.0,33.5,20.9,26.56,61.25,1
14911,JACOBINA,02/02/2012,0.0,32.0,19.4,25.18,60.5,1
14912,JACOBINA,03/02/2012,0.0,33.1,20.2,26.32,55.75,2
14913,JACOBINA,04/02/2012,4.6,32.2,19.7,26.22,46.0,2
14914,JACOBINA,06/02/2012,2.3,32.4,20.7,26.8,49.75,4
14915,JACOBINA,08/02/2012,0.0,34.4,19.9,27.06,48.75,3
14916,JACOBINA,09/02/2012,0.0,33.4,20.7,27.36,50.5,1
14917,JACOBINA,10/02/2012,0.0,34.4,21.7,26.0,64.5,2
14918,JACOBINA,11/02/2012,0.0,33.0,21.5,27.34,50.75,3
14919,JACOBINA,12/02/2012,0.0,32.6,20.3,25.56,56.25,1
14920,JACOBINA,13/02/2012,1.7,32.4,20.4,24.58,72.75,3
14921,JACOBINA,14/02/2012,1.8,32.4,20.3,25.74,59.0,1
14922,JACOBINA,16/02/2012,0.9,30.8,19.9,24.56,72.0,13
14923,JACOBINA,17/02/2012,2.6,31.4,19.9,26.08,52.25,2
14924,JACOBINA,20/02/2012,10.1,29.2,19.7,24.72,70.5,1
14925,JACOBINA,21/02/2012,0.0,30.7,19.4,25.18,54.0,2
14926,JACOBINA,22/02/2012,0.0,32.0,20.5,26.24,58.0,10
14927,JACOBINA,23/02/2012,0.0,31.7,19.7,25.36,58.75,9
14928,JACOBINA,24/02/2012,0.0,31.9,18.6,25.88,52.25,4
14929,JACOBINA,26/02/2012,0.0,33.0,20.3,26.3,54.75,4
14930,JACOBINA,27/02/2012,0.0,33.0,21.5,27.1,56.75,13
14931,JACOBINA,28/02/2012,0.0,33.1,21.8,27.3,53.75,10
14932,JACOBINA,29/02/2012,0.0,32.1,20.4,26.64,53.0,25
14933,JACOBINA,01/03/2012,0.0,32.9,20.3,26.54,53.25,9
14934,JACOBINA,02/03/2012,0.0,32.9,19.4,26.62,48.0,6
14935,JACOBINA,03/03/2012,0.0,33.0,19.8,26.78,37.5,4
14936,JACOBINA,04/03/2012,0.0,33.6,19.9,26.52,51.0,1
14937,JACOBINA,05/03/2012,0.0,33.6,20.9,26.32,60.25,10
14938,JACOBINA,06/03/2012,9.4,32.1,20.1,25.86,49.75,13
14939,JACOBINA,07/03/2012,0.0,32.2,19.2,25.9,52.25,13
14940,JACOBINA,08/03/2012,0.0,31.9,20.6,24.92,71.25,12
14941,JACOBINA,09/03/2012,0.0,33.0,21.1,27.5,58.5,5
14942,JACOBINA,10/03/2012,0.0,32.8,19.5,26.06,48.75,3
14943,JACOBINA,11/03/2012,0.0,32.6,19.8,25.96,56.0,1
14944,JACOBINA,12/03/2012,0.0,32.5,20.2,26.66,54.25,12
14945,JACOBINA,13/03/2012,0.0,32.7,20.5,26.56,55.25,11
14946,JACOBINA,14/03/2012,0.0,33.0,20.3,26.8,46.0,9
14947,JACOBINA,15/03/2012,0.0,33.5,18.7,26.64,47.0,17
14948,JACOBINA,16/03/2012,0.0,35.0,20.7,28.22,48.75,20
14949,JACOBINA,17/03/2012,0.0,34.6,21.4,28.22,41.25,1
14950,JACOBINA,18/03/2012,0.0,33.3,21.3,26.94,47.5,6
14951,JACOBINA,19/03/2012,0.0,32.1,21.9,27.1,51.75,46
14952,JACOBINA,20/03/2012,0.0,32.8,19.5,26.14,51.0,28
14953,JACOBINA,21/03/2012,0.0,34.2,19.5,27.34,46.5,40
14954,JACOBINA,22/03/2012,0.0,32.0,18.9,26.38,50.0,22
14955,JACOBINA,23/03/2012,0.0,34.0,22.1,27.54,48.75,22
14956,JACOBINA,24/03/2012,0.0,34.0,19.7,26.38,39.5,8
14957,JACOBINA,25/03/2012,0.0,34.2,21.5,27.56,47.5,5
14958,JACOBINA,26/03/2012,0.0,33.1,21.5,27.2,48.25,23
14959,JACOBINA,27/03/2012,0.0,32.6,18.9,26.34,49.0,28
14960,JACOBINA,28/03/2012,0.0,33.1,20.1,26.82,50.0,26
14961,JACOBINA,29/03/2012,0.0,33.5,19.4,26.8,51.25,12
14962,JACOBINA,30/03/2012,0.0,31.2,20.9,25.32,70.5,31
14963,JACOBINA,31/03/2012,0.3,32.6,20.5,26.22,59.25,7
14964,JACOBINA,01/04/2012,0.0,30.6,20.5,25.84,55.75,6
14965,JACOBINA,02/04/2012,0.0,31.2,19.9,25.82,56.5,24
14966,JACOBINA,03/04/2012,0.0,32.5,20.0,26.56,52.25,41
14967,JACOBINA,04/04/2012,0.0,32.8,20.2,26.7,53.0,16
14968,JACOBINA,05/04/2012,0.0,32.8,19.5,25.9,55.75,15
14969,JACOBINA,06/04/2012,0.0,33.4,20.5,27.18,44.25,10
14970,JACOBINA,07/04/2012,0.0,33.5,19.7,26.76,43.5,9
14971,JACOBINA,08/04/2012,0.0,32.6,20.5,26.44,43.0,6
14972,JACOBINA,09/04/2012,0.0,32.9,20.1,25.8,59.25,22
14973,JACOBINA,10/04/2012,0.8,28.7,19.9,24.22,71.5,35
14974,JACOBINA,11/04/2012,2.9,30.6,20.0,25.06,60.25,29
14975,JACOBINA,12/04/2012,0.0,32.0,19.7,24.98,63.5,32
14976,JACOBINA,13/04/2012,0.0,31.4,19.5,25.38,55.0,33
14977,JACOBINA,14/04/2012,0.0,32.0,19.8,26.1,48.25,6
14978,JACOBINA,15/04/2012,0.0,32.8,21.3,27.4,46.75,7
14979,JACOBINA,16/04/2012,0.0,30.2,20.7,24.56,75.0,54
14980,JACOBINA,17/04/2012,0.0,31.9,20.8,26.22,56.5,55
14981,JACOBINA,18/04/2012,0.0,28.2,19.5,23.84,73.75,40
14982,JACOBINA,19/04/2012,0.0,28.6,20.4,24.58,69.0,33
14983,JACOBINA,20/04/2012,0.0,28.3,19.4,23.94,75.25,9
14984,JACOBINA,21/04/2012,0.0,31.4,19.7,25.52,57.75,7
14985,JACOBINA,22/04/2012,0.0,33.6,20.3,27.36,46.75,2
14986,JACOBINA,23/04/2012,0.0,33.8,21.0,27.46,51.5,18
14987,JACOBINA,24/04/2012,0.0,32.3,20.1,26.12,52.75,46
14988,JACOBINA,25/04/2012,0.0,32.1,19.4,26.08,53.25,53
14989,JACOBINA,26/04/2012,0.0,31.9,21.1,25.8,57.25,45
14990,JACOBINA,27/04/2012,0.0,32.3,18.7,25.8,52.5,32
14991,JACOBINA,28/04/2012,0.0,31.6,19.0,25.16,40.0,6
14992,JACOBINA,30/04/2012,0.6,32.0,18.3,24.76,63.25,26
14993,JACOBINA,01/05/2012,0.0,31.4,20.2,26.22,42.0,8
14994,JACOBINA,02/05/2012,0.0,32.0,19.9,25.4,58.25,25
14995,JACOBINA,03/05/2012,0.0,30.2,19.7,24.64,59.25,24
14996,JACOBINA,04/05/2012,0.0,28.6,18.9,23.64,60.0,18
14997,JACOBINA,05/05/2012,0.0,29.4,19.6,24.54,56.75,9
14998,JACOBINA,06/05/2012,1.8,28.3,18.7,22.88,74.25,2
14999,JACOBINA,07/05/2012,0.0,30.0,19.5,24.68,59.25,24
15000,JACOBINA,08/05/2012,3.4,27.1,18.9,21.76,87.25,11
15001,JACOBINA,09/05/2012,1.1,29.5,19.1,23.72,69.0,13
15002,JACOBINA,10/05/2012,0.0,30.0,19.5,24.7,62.75,14
15003,JACOBINA,11/05/2012,0.0,30.2,18.7,24.72,68.0,8
15004,JACOBINA,12/05/2012,0.5,31.3,20.1,24.9,56.5,2
15005,JACOBINA,13/05/2012,0.0,32.0,18.9,25.78,47.75,3
15006,JACOBINA,14/05/2012,0.0,31.4,20.1,25.52,58.0,15
15007,JACOBINA,15/05/2012,0.0,31.2,20.3,25.56,61.0,8
15008,JACOBINA,16/05/2012,0.0,32.0,20.7,26.32,57.0,18
15009,JACOBINA,17/05/2012,0.0,27.6,20.3,24.38,75.75,15
15010,JACOBINA,18/05/2012,0.0,28.8,19.5,23.92,72.0,15
15011,JACOBINA,19/05/2012,0.0,28.6,19.9,23.56,74.25,3
15012,JACOBINA,20/05/2012,0.0,28.3,17.7,23.24,72.5,4
15013,JACOBINA,21/05/2012,0.0,25.1,18.4,21.22,84.25,10
15014,JACOBINA,22/05/2012,3.2,24.6,18.3,21.26,86.75,7
15015,JACOBINA,23/05/2012,2.3,25.3,18.3,22.38,80.75,1
15016,JACOBINA,24/05/2012,0.9,27.1,18.1,23.14,74.5,13
15017,JACOBINA,25/05/2012,0.3,25.7,18.5,21.56,91.25,8
15018,JACOBINA,26/05/2012,5.4,27.5,18.6,22.86,84.75,6
15019,JACOBINA,27/05/2012,0.0,30.0,18.9,24.68,64.75,1
15020,JACOBINA,28/05/2012,0.1,30.0,19.2,24.52,64.0,7
15021,JACOBINA,29/05/2012,0.0,29.8,20.3,24.46,76.25,4
15022,JACOBINA,30/05/2012,0.0,29.0,19.4,23.86,73.5,4
15023,JACOBINA,31/05/2012,0.0,29.8,19.5,24.22,65.25,3
15024,JACOBINA,01/06/2012,0.0,30.0,19.6,24.56,65.25,6
15025,JACOBINA,02/06/2012,0.0,29.5,20.1,24.78,69.0,1
15026,JACOBINA,04/06/2012,0.0,29.1,20.5,24.82,68.25,7
15027,JACOBINA,05/06/2012,0.0,29.8,19.7,24.62,66.0,3
15028,JACOBINA,07/06/2012,0.0,30.0,19.5,24.4,53.75,2
15029,JACOBINA,11/06/2012,0.0,26.6,18.9,22.84,75.5,1
15030,JACOBINA,12/06/2012,4.0,26.3,19.3,22.1,83.75,1
15031,JACOBINA,14/06/2012,0.0,27.6,18.5,22.84,67.5,3
15032,JACOBINA,15/06/2012,0.0,28.1,17.5,22.96,68.0,1
15033,JACOBINA,18/06/2012,0.0,29.2,19.0,24.08,65.0,3
15034,JACOBINA,19/06/2012,0.0,30.0,19.7,24.64,56.5,3
15035,JACOBINA,21/06/2012,0.0,30.0,18.7,24.26,59.0,2
15036,JACOBINA,22/06/2012,0.0,26.3,19.9,22.98,79.75,1
15037,JACOBINA,25/06/2012,0.0,27.2,15.2,21.5,82.0,4
15038,JACOBINA,26/06/2012,0.0,26.1,17.9,21.84,75.75,1
15039,JACOBINA,27/06/2012,0.0,24.8,17.3,20.4,87.25,2
15040,JACOBINA,29/06/2012,5.3,26.7,16.9,22.08,67.25,1
15041,JACOBINA,03/07/2012,0.8,24.7,17.3,21.34,74.75,2
15042,JACOBINA,06/07/2012,6.9,26.7,16.9,21.32,75.75,2
15043,JACOBINA,09/07/2012,0.0,27.7,18.7,22.92,68.0,1
15044,JACOBINA,12/07/2012,0.0,28.2,17.7,23.32,66.25,3
15045,JACOBINA,13/07/2012,0.0,29.4,18.9,24.52,65.5,2
15046,JACOBINA,14/07/2012,0.0,29.8,20.1,24.32,62.5,1
15047,JACOBINA,24/07/2012,0.0,27.7,16.7,22.3,59.0,1
15048,JACOBINA,25/07/2012,0.0,28.8,15.0,22.5,55.25,1
15049,JACOBINA,26/07/2012,0.0,28.3,15.8,22.32,54.25,2
15050,JACOBINA,27/07/2012,0.0,27.3,18.3,23.12,71.0,2
15051,JACOBINA,14/08/2012,0.1,22.5,16.9,19.68,87.5,1
15052,JACOBINA,15/08/2012,2.4,26.6,16.7,20.92,77.25,1
15053,JACOBINA,19/08/2012,1.3,26.0,16.7,20.96,69.5,1
15054,JACOBINA,20/08/2012,0.6,25.5,16.9,21.04,74.0,1
15055,JACOBINA,22/08/2012,0.0,24.4,15.9,19.86,87.75,1
15056,JACOBINA,24/08/2012,0.0,26.9,16.3,21.16,68.0,1
15057,JACOBINA,28/08/2012,0.0,28.3,18.4,23.22,62.0,1
15058,JACOBINA,29/08/2012,0.0,29.1,18.3,23.52,64.75,1
15059,JACOBINA,01/09/2012,0.0,28.9,17.5,23.14,65.0,1
15060,JACOBINA,04/09/2012,0.0,28.6,18.0,22.62,63.0,1
15061,JACOBINA,16/09/2012,0.0,30.0,18.3,24.08,60.75,1
15062,JACOBINA,17/09/2012,0.0,30.0,16.0,24.36,49.75,2
15063,JACOBINA,18/09/2012,0.0,30.1,18.4,24.48,54.75,1
15064,JACOBINA,26/09/2012,0.0,33.6,17.7,26.24,47.5,1
15065,JACOBINA,04/10/2012,0.0,30.8,19.8,24.6,49.5,2
15066,JACOBINA,05/10/2012,0.0,30.5,18.1,24.08,51.75,1
15067,JACOBINA,08/10/2012,0.0,29.4,18.1,23.24,58.75,1
15068,JACOBINA,09/10/2012,0.0,30.2,18.2,23.68,56.5,1
15069,JACOBINA,17/10/2012,0.0,31.9,19.1,26.14,51.75,1
15070,JACOBINA,24/10/2012,0.0,34.1,19.6,27.34,43.25,1
15071,JACOBINA,03/11/2012,17.4,31.8,21.3,25.44,67.0,1
15072,JACOBINA,18/11/2012,0.0,30.1,19.8,25.12,61.25,1
15073,JACOBINA,20/11/2012,0.0,31.3,19.4,25.46,57.75,1
15074,JACOBINA,04/12/2012,0.0,32.4,20.7,26.6,48.75,1
15075,JACOBINA,05/12/2012,0.0,31.1,20.1,25.58,57.75,1
15076,JACOBINA,10/12/2012,0.4,31.0,20.9,25.56,70.25,1
15077,JACOBINA,30/12/2012,0.0,33.0,20.3,26.72,50.0,1
15078,JACOBINA,09/01/2013,0.0,33.8,19.7,27.32,43.0,1
15079,JACOBINA,19/01/2013,82.6,27.9,19.1,22.82,95.25,1
15080,JACOBINA,21/01/2013,19.7,33.6,20.7,26.44,72.75,1
15081,JACOBINA,24/01/2013,20.3,30.7,20.7,25.58,70.25,2
15082,JACOBINA,04/02/2013,0.0,32.8,21.3,27.56,44.5,1
15083,JACOBINA,15/02/2013,0.0,32.2,20.7,26.2,53.5,1
15084,JACOBINA,18/02/2013,0.0,33.0,20.5,26.9,50.25,1
15085,JACOBINA,21/02/2013,0.0,31.7,20.9,26.5,59.0,1
15086,JACOBINA,22/02/2013,1.5,31.5,21.1,25.5,68.0,1
15087,JACOBINA,25/02/2013,0.0,32.4,21.4,26.68,61.25,1
15088,JACOBINA,26/02/2013,0.0,33.2,20.6,26.56,54.0,1
15089,JACOBINA,28/02/2013,0.0,33.6,20.6,26.18,58.75,2
15090,JACOBINA,01/03/2013,0.0,33.2,20.9,27.62,50.0,3
15091,JACOBINA,04/03/2013,0.0,33.6,20.1,27.34,41.25,1
15092,JACOBINA,05/03/2013,0.0,34.2,22.3,28.14,48.5,1
15093,JACOBINA,07/03/2013,0.0,34.4,21.9,28.32,43.25,1
15094,JACOBINA,08/03/2013,0.0,34.2,20.5,27.24,49.0,4
15095,JACOBINA,10/03/2013,0.0,35.6,21.5,28.78,43.75,1
15096,JACOBINA,11/03/2013,0.0,36.1,21.5,29.06,43.0,6
15097,JACOBINA,12/03/2013,0.0,36.7,22.7,29.96,38.5,6
15098,JACOBINA,13/03/2013,0.0,35.8,21.5,29.08,42.75,1
15099,JACOBINA,14/03/2013,0.0,31.6,23.0,26.9,63.75,1
15100,JACOBINA,15/03/2013,0.0,32.9,21.5,27.0,50.75,1
15101,JACOBINA,16/03/2013,0.0,32.7,21.1,26.82,54.25,1
15102,JACOBINA,18/03/2013,0.0,34.1,21.5,27.62,55.75,5
15103,JACOBINA,19/03/2013,0.0,33.4,21.7,27.72,48.25,2
15104,JACOBINA,20/03/2013,0.0,32.6,21.0,26.8,53.25,2
15105,JACOBINA,21/03/2013,24.0,32.4,20.7,27.14,55.75,2
15106,JACOBINA,22/03/2013,0.0,32.2,21.5,27.0,59.75,1
15107,JACOBINA,25/03/2013,0.0,32.5,21.5,26.18,61.5,9
15108,JACOBINA,26/03/2013,0.0,33.0,21.3,26.34,54.75,12
15109,JACOBINA,27/03/2013,0.0,33.6,21.7,27.36,47.0,4
15110,JACOBINA,28/03/2013,0.0,35.5,21.3,28.7,43.75,6
15111,JACOBINA,31/03/2013,0.0,33.0,20.7,27.12,45.75,1
15112,JACOBINA,01/04/2013,0.0,34.3,20.9,27.48,44.75,8
15113,JACOBINA,02/04/2013,0.0,32.5,20.7,26.48,56.25,13
15114,JACOBINA,03/04/2013,0.0,33.4,20.1,27.08,40.0,18
15115,JACOBINA,04/04/2013,0.0,32.8,19.3,26.62,49.25,29
15116,JACOBINA,05/04/2013,0.0,33.6,22.1,27.56,53.5,19
15117,JACOBINA,06/04/2013,0.0,36.0,21.7,28.92,43.75,2
15118,JACOBINA,07/04/2013,0.0,35.6,22.6,28.78,52.5,1
15119,JACOBINA,08/04/2013,0.0,33.8,22.5,28.06,49.0,15
15120,JACOBINA,09/04/2013,0.0,33.8,21.9,27.82,50.25,39
15121,JACOBINA,10/04/2013,0.0,33.4,21.6,28.04,66.5,12
15122,JACOBINA,11/04/2013,0.0,32.8,20.9,26.88,55.5,8
15123,JACOBINA,12/04/2013,0.0,32.9,21.1,26.84,51.0,21
15124,JACOBINA,13/04/2013,0.0,34.2,20.5,27.28,40.75,4
15125,JACOBINA,14/04/2013,0.0,36.7,20.9,29.78,32.75,2
15126,JACOBINA,15/04/2013,0.0,34.8,24.1,29.28,47.5,7
15127,JACOBINA,16/04/2013,0.0,34.3,22.8,28.3,57.75,21
15128,JACOBINA,17/04/2013,0.0,32.6,22.8,26.8,66.75,18
15129,JACOBINA,18/04/2013,0.0,30.5,21.5,25.1,79.0,25
15130,JACOBINA,19/04/2013,21.0,29.8,21.1,25.28,70.25,23
15131,JACOBINA,20/04/2013,2.4,25.7,19.0,21.6,93.25,4
15132,JACOBINA,22/04/2013,2.1,27.9,18.7,23.8,67.25,13
15133,JACOBINA,23/04/2013,0.0,25.6,19.3,22.9,73.0,16
15134,JACOBINA,24/04/2013,0.0,26.3,19.9,23.38,74.75,13
15135,JACOBINA,25/04/2013,1.1,24.0,18.9,21.18,84.5,8
15136,JACOBINA,27/04/2013,2.2,28.2,19.3,23.96,72.75,1
15137,JACOBINA,29/04/2013,0.0,26.4,19.3,22.8,82.25,5
15138,JACOBINA,30/04/2013,0.0,26.5,19.0,22.96,89.5,5
15139,JACOBINA,02/05/2013,0.1,28.3,20.2,24.56,65.75,6
15140,JACOBINA,03/05/2013,0.0,28.5,20.3,24.42,73.5,5
15141,JACOBINA,05/05/2013,0.0,31.0,19.9,25.18,59.75,1
15142,JACOBINA,06/05/2013,0.0,30.6,19.5,24.88,67.0,4
15143,JACOBINA,07/05/2013,0.0,31.8,22.1,27.12,50.5,6
15144,JACOBINA,08/05/2013,0.0,32.3,20.4,26.56,64.5,6
15145,JACOBINA,09/05/2013,0.0,31.0,20.9,24.64,76.5,7
15146,JACOBINA,13/05/2013,5.0,28.4,19.1,22.64,86.25,2
15147,JACOBINA,14/05/2013,3.3,26.4,19.0,22.4,88.75,7
15148,JACOBINA,15/05/2013,1.2,27.7,18.9,23.64,71.25,1
15149,JACOBINA,16/05/2013,1.1,28.8,19.3,23.72,71.25,3
15150,JACOBINA,17/05/2013,1.6,28.8,19.8,23.98,76.75,9
15151,JACOBINA,18/05/2013,0.7,28.6,18.7,23.28,73.75,3
15152,JACOBINA,19/05/2013,0.0,26.5,19.1,22.22,87.5,1
15153,JACOBINA,20/05/2013,3.7,24.6,18.3,21.22,92.0,2
15154,JACOBINA,21/05/2013,1.8,27.7,18.9,22.64,77.25,9
15155,JACOBINA,22/05/2013,0.0,30.8,16.7,23.94,65.5,5
15156,JACOBINA,23/05/2013,0.0,30.4,19.7,24.48,68.25,5
15157,JACOBINA,24/05/2013,0.0,31.3,18.2,25.38,56.25,3
15158,JACOBINA,25/05/2013,0.0,30.0,20.4,25.1,67.0,2
15159,JACOBINA,27/05/2013,0.0,25.7,20.3,23.08,82.0,6
15160,JACOBINA,28/05/2013,2.0,27.1,19.2,23.24,75.75,6
15161,JACOBINA,29/05/2013,0.0,30.0,20.1,23.84,78.5,3
15162,JACOBINA,30/05/2013,0.0,31.5,19.7,25.56,59.25,1
15163,JACOBINA,03/06/2013,0.2,28.3,19.6,23.28,73.0,3
15164,JACOBINA,04/06/2013,0.0,29.2,19.3,23.86,71.0,3
15165,JACOBINA,05/06/2013,0.1,25.5,20.1,23.1,82.75,2
15166,JACOBINA,06/06/2013,1.8,26.6,18.7,22.36,80.75,3
15167,JACOBINA,08/06/2013,0.0,27.8,19.0,22.7,78.0,2
15168,JACOBINA,10/06/2013,6.6,25.3,19.5,21.68,85.0,6
15169,JACOBINA,12/06/2013,7.3,26.0,18.5,21.74,85.5,3
15170,JACOBINA,14/06/2013,0.2,27.2,18.3,22.18,84.75,3
15171,JACOBINA,18/06/2013,0.0,27.3,19.9,23.74,75.75,3
15172,JACOBINA,19/06/2013,3.9,29.6,18.9,23.92,70.75,1
15173,JACOBINA,20/06/2013,3.3,25.1,19.1,21.76,89.0,1
15174,JACOBINA,21/06/2013,0.9,27.2,18.7,23.16,74.0,4
15175,JACOBINA,24/06/2013,0.0,28.3,18.0,22.64,64.75,2
15176,JACOBINA,25/06/2013,0.0,28.2,17.4,22.92,59.5,5
15177,JACOBINA,26/06/2013,0.4,27.9,18.5,22.68,68.0,6
15178,JACOBINA,27/06/2013,0.0,29.1,18.7,23.46,68.25,5
15179,JACOBINA,03/07/2013,0.0,28.8,18.8,23.22,65.0,1
15180,JACOBINA,04/07/2013,3.9,27.3,17.7,22.22,73.75,1
15181,JACOBINA,05/07/2013,0.0,25.4,18.6,21.74,76.75,4
15182,JACOBINA,11/07/2013,0.3,25.1,16.9,20.32,84.5,3
15183,JACOBINA,12/07/2013,13.1,25.1,16.7,21.24,76.75,1
15184,JACOBINA,15/07/2013,0.4,27.1,17.6,21.72,77.75,2
15185,JACOBINA,22/07/2013,0.0,27.6,16.7,21.8,71.25,2
15186,JACOBINA,23/07/2013,0.0,29.2,18.5,23.22,72.25,1
15187,JACOBINA,24/07/2013,0.0,29.0,19.7,24.04,59.5,1
15188,JACOBINA,28/07/2013,10.0,23.0,17.2,21.36,81.25,1
15189,JACOBINA,29/07/2013,3.1,26.6,17.3,21.46,75.5,1
15190,JACOBINA,30/07/2013,0.0,26.8,17.8,21.96,73.25,2
15191,JACOBINA,01/08/2013,1.1,25.6,17.1,20.86,67.0,1
15192,JACOBINA,02/08/2013,0.0,26.5,17.2,21.12,67.5,1
15193,JACOBINA,08/08/2013,2.1,25.2,15.9,20.78,79.0,2
15194,JACOBINA,12/08/2013,0.0,27.9,17.5,22.72,65.0,2
15195,JACOBINA,14/08/2013,4.5,27.3,17.7,22.64,65.5,1
15196,JACOBINA,20/08/2013,0.2,24.0,17.5,20.42,91.75,1
15197,JACOBINA,22/08/2013,1.0,26.5,17.5,22.0,84.0,1
15198,JACOBINA,26/08/2013,0.1,28.2,18.2,21.9,72.25,1
15199,JACOBINA,28/08/2013,0.0,31.6,19.3,24.7,62.75,2
15200,JACOBINA,03/09/2013,0.0,30.1,17.7,24.02,55.75,3
15201,JACOBINA,04/09/2013,0.0,30.0,19.3,24.64,57.5,2
15202,JACOBINA,05/09/2013,0.0,29.8,18.9,24.12,58.0,1
15203,JACOBINA,09/09/2013,1.3,26.9,19.2,22.24,70.25,1
15204,JACOBINA,12/09/2013,0.9,26.0,15.3,20.6,78.75,1
15205,JACOBINA,13/09/2013,2.8,29.1,17.9,23.3,65.25,2
15206,JACOBINA,14/09/2013,0.0,29.2,18.1,23.4,68.75,1
15207,JACOBINA,18/09/2013,0.0,31.8,19.9,25.16,64.75,2
15208,JACOBINA,20/09/2013,0.0,29.8,18.7,24.32,60.5,2
15209,JACOBINA,23/09/2013,0.0,32.4,19.9,26.08,52.5,2
15210,JACOBINA,24/09/2013,0.0,33.8,16.6,25.96,43.5,1
15211,JACOBINA,17/10/2013,1.8,29.4,18.5,24.22,63.5,1
15212,JACOBINA,21/10/2013,0.0,30.8,21.5,26.22,57.75,1
15213,JACOBINA,23/10/2013,0.0,29.4,17.1,24.24,57.0,2
15214,JACOBINA,04/11/2013,0.0,31.8,16.9,23.72,64.75,1
15215,JACOBINA,05/11/2013,0.1,32.0,20.7,26.08,58.25,1
15216,JACOBINA,14/11/2013,0.0,32.4,20.5,26.0,51.75,1
15217,JACOBINA,17/11/2013,0.0,32.9,20.0,26.36,46.75,1
15218,JACOBINA,20/11/2013,14.1,30.0,18.6,24.46,51.25,1
15219,JACOBINA,27/11/2013,0.0,30.6,19.7,25.34,67.0,1
15220,JACOBINA,09/12/2013,0.0,28.3,20.3,24.04,70.0,1
15221,JACOBINA,11/12/2013,0.0,34.2,19.5,26.94,49.0,1
15222,JACOBINA,16/12/2013,0.0,30.6,20.9,24.48,78.75,3
15223,JACOBINA,19/12/2013,0.8,23.4,19.2,22.32,90.0,1
15224,JACOBINA,20/12/2013,4.7,24.5,19.8,22.12,92.25,1
15225,JACOBINA,14/01/2014,0.0,31.3,19.7,25.28,55.75,1
15226,JACOBINA,29/01/2014,0.0,32.6,19.5,26.16,60.5,1
15227,JACOBINA,03/02/2014,0.0,32.7,21.1,26.96,52.75,1
15228,JACOBINA,13/02/2014,0.0,32.5,20.4,26.62,55.5,1
15229,JACOBINA,14/02/2014,0.0,32.6,20.4,26.0,58.0,1
15230,JACOBINA,24/02/2014,5.1,31.3,18.9,24.98,72.25,1
15231,JACOBINA,07/03/2014,0.0,31.2,20.3,25.36,66.0,1
15232,JACOBINA,08/03/2014,0.0,32.4,20.8,26.88,55.5,1
15233,JACOBINA,09/03/2014,0.0,32.6,20.7,26.8,52.25,2
15234,JACOBINA,10/03/2014,0.0,32.7,20.7,26.5,62.75,1
15235,JACOBINA,11/03/2014,0.6,32.5,20.5,26.52,53.0,2
15236,JACOBINA,12/03/2014,0.0,32.4,19.7,26.22,60.0,2
15237,JACOBINA,25/03/2014,0.0,33.3,21.0,26.86,54.5,2
15238,JACOBINA,27/03/2014,0.0,32.6,21.3,26.52,62.5,1
15239,JACOBINA,31/03/2014,0.0,32.6,20.5,25.98,65.5,1
15240,JACOBINA,07/04/2014,0.0,34.0,21.3,27.8,59.75,1
15241,JACOBINA,13/04/2014,0.0,30.6,20.9,24.9,82.25,1
15242,JACOBINA,15/04/2014,2.5,30.3,20.5,25.34,70.5,1
15243,JACOBINA,16/04/2014,0.0,30.1,19.6,23.84,74.0,1
15244,JACOBINA,17/04/2014,0.0,30.8,20.2,24.34,70.75,1
15245,JACOBINA,20/04/2014,4.1,30.1,20.3,24.44,78.5,1
15246,JACOBINA,22/04/2014,0.0,30.4,18.9,23.84,65.0,14
15247,JACOBINA,23/04/2014,0.0,31.3,18.8,24.62,69.75,9
15248,JACOBINA,24/04/2014,0.0,31.4,20.9,25.2,71.75,2
15249,JACOBINA,27/04/2014,0.7,27.8,20.5,23.42,92.75,1
15250,JACOBINA,28/04/2014,0.0,28.5,19.6,23.56,70.25,1
15251,JACOBINA,29/04/2014,0.0,25.3,19.4,21.82,82.25,4
15252,JACOBINA,02/05/2014,0.4,28.4,17.8,23.72,75.75,2
15253,JACOBINA,04/05/2014,5.9,26.5,17.5,23.16,89.75,1
15254,JACOBINA,07/05/2014,7.4,26.5,19.5,23.02,93.75,1
15255,JACOBINA,08/05/2014,7.7,28.6,19.7,24.0,71.75,2
15256,JACOBINA,09/05/2014,0.0,28.8,19.3,23.08,77.25,4
15257,JACOBINA,15/05/2014,0.0,26.9,19.1,22.58,90.75,4
15258,JACOBINA,19/05/2014,1.7,27.5,18.7,22.7,89.25,1
15259,JACOBINA,21/05/2014,0.0,27.6,19.1,23.4,83.5,1
15260,JACOBINA,22/05/2014,0.3,25.4,19.1,22.38,90.75,1
15261,JACOBINA,27/05/2014,0.0,28.6,17.8,21.96,82.25,1
15262,JACOBINA,29/05/2014,0.0,27.3,15.8,21.54,79.75,1
15263,JACOBINA,30/05/2014,0.0,26.1,18.1,21.8,87.25,1
15264,JACOBINA,15/07/2014,2.1,25.0,16.5,20.92,89.75,1
