,municipio,data,precipitacao,temperatura_maxima,temperatura_minima,temperatura_media,umidade_relativa_media,quantidade_notificacoes
21658,SALVADOR,15/04/2010,92.0,25.7,21.4,24.14,98.0,15
21659,SALVADOR,16/04/2010,62.3,28.3,22.5,25.36,94.5,22
21660,SALVADOR,17/04/2010,1.5,29.5,22.6,26.62,87.25,9
21661,SALVADOR,18/04/2010,0.0,30.1,24.5,27.38,83.0,8
21662,SALVADOR,19/04/2010,0.2,30.3,23.2,26.48,83.75,27
21663,SALVADOR,20/04/2010,0.1,28.8,24.1,26.58,80.25,13
21664,SALVADOR,21/04/2010,0.1,28.7,23.3,25.56,93.0,7
21665,SALVADOR,22/04/2010,10.5,28.5,22.3,25.56,91.0,18
21666,SALVADOR,23/04/2010,4.7,29.1,22.1,26.12,83.0,26
21667,SALVADOR,24/04/2010,0.0,30.6,23.6,27.08,85.5,6
21668,SALVADOR,25/04/2010,2.3,30.3,22.3,26.28,87.75,7
21669,SALVADOR,26/04/2010,9.2,30.2,22.9,26.82,85.5,29
21670,SALVADOR,27/04/2010,0.0,29.8,23.7,26.78,83.5,26
21671,SALVADOR,28/04/2010,1.6,30.1,22.9,26.64,81.25,29
21672,SALVADOR,29/04/2010,0.0,28.8,24.0,26.24,75.0,36
21673,SALVADOR,30/04/2010,0.0,29.1,23.7,26.36,76.75,9
21674,SALVADOR,01/05/2010,10.2,27.3,20.9,24.92,86.5,7
21675,SALVADOR,02/05/2010,31.6,27.9,20.3,23.6,93.75,10
21676,SALVADOR,03/05/2010,51.0,28.1,20.8,24.94,83.75,44
21677,SALVADOR,04/05/2010,4.1,26.8,21.9,24.94,87.75,41
21678,SALVADOR,05/05/2010,22.2,26.8,21.9,24.46,97.0,38
21679,SALVADOR,06/05/2010,8.6,28.8,22.5,25.54,88.25,41
21680,SALVADOR,07/05/2010,0.0,29.7,22.9,26.12,78.0,30
21681,SALVADOR,08/05/2010,0.0,29.3,22.5,26.48,80.75,13
21682,SALVADOR,09/05/2010,0.0,30.3,22.7,26.64,81.25,15
21683,SALVADOR,10/05/2010,0.0,29.3,22.3,26.2,83.25,47
21684,SALVADOR,11/05/2010,0.0,29.5,23.1,26.48,85.25,36
21685,SALVADOR,12/05/2010,0.0,30.7,23.2,26.86,82.25,30
21686,SALVADOR,13/05/2010,0.0,30.1,23.7,26.92,88.0,47
21687,SALVADOR,14/05/2010,3.0,30.7,23.4,26.64,93.0,36
21688,SALVADOR,15/05/2010,3.4,29.3,23.5,26.72,85.25,17
21689,SALVADOR,16/05/2010,4.3,28.1,23.5,26.1,80.5,5
21690,SALVADOR,17/05/2010,1.4,28.3,21.7,24.52,88.75,54
21691,SALVADOR,18/05/2010,17.4,29.5,21.6,25.94,81.0,59
21692,SALVADOR,19/05/2010,0.1,28.7,23.3,25.88,75.75,33
21693,SALVADOR,20/05/2010,0.0,28.7,22.4,25.48,78.25,40
21694,SALVADOR,21/05/2010,0.0,28.4,21.3,25.26,83.5,33
21695,SALVADOR,22/05/2010,1.0,27.5,22.7,25.28,92.5,14
21696,SALVADOR,23/05/2010,48.2,28.3,21.7,24.64,93.0,6
21697,SALVADOR,24/05/2010,24.7,29.4,22.2,26.22,84.25,64
21698,SALVADOR,25/05/2010,0.0,29.6,22.8,26.18,86.75,68
21699,SALVADOR,26/05/2010,2.4,27.7,22.1,25.48,85.25,55
21700,SALVADOR,27/05/2010,5.0,27.4,22.2,25.24,82.75,64
21701,SALVADOR,28/05/2010,2.6,27.1,22.3,25.26,83.25,58
21702,SALVADOR,29/05/2010,0.0,27.1,23.1,25.36,82.75,32
21703,SALVADOR,30/05/2010,2.0,27.5,22.1,25.0,89.0,9
21704,SALVADOR,31/05/2010,0.6,29.9,22.7,25.88,86.0,64
21705,SALVADOR,01/06/2010,0.0,29.2,22.6,25.88,84.75,69
21706,SALVADOR,02/06/2010,0.6,27.9,21.9,25.24,78.5,89
21707,SALVADOR,03/06/2010,10.0,28.2,21.8,25.48,74.25,36
21708,SALVADOR,04/06/2010,0.9,27.7,21.8,24.92,75.5,48
21709,SALVADOR,05/06/2010,0.2,26.8,21.5,24.5,80.25,29
21710,SALVADOR,06/06/2010,0.0,28.9,22.3,25.3,86.25,18
21711,SALVADOR,07/06/2010,0.0,28.9,22.9,25.46,87.75,78
21712,SALVADOR,08/06/2010,10.8,27.4,22.1,25.38,74.25,57
21713,SALVADOR,09/06/2010,0.6,27.1,21.9,24.68,84.25,73
21714,SALVADOR,10/06/2010,4.9,27.2,21.5,25.12,74.0,54
21715,SALVADOR,11/06/2010,0.0,27.5,22.5,24.92,84.5,46
21716,SALVADOR,12/06/2010,0.0,26.6,22.5,24.82,81.75,24
21717,SALVADOR,13/06/2010,3.1,25.1,20.2,22.86,78.5,11
21718,SALVADOR,14/06/2010,0.8,24.3,19.0,22.76,81.0,90
21719,SALVADOR,15/06/2010,10.8,24.9,18.9,22.52,91.0,27
21720,SALVADOR,16/06/2010,8.8,26.6,20.3,23.82,76.0,64
21721,SALVADOR,17/06/2010,0.6,26.3,21.7,23.88,84.75,51
21722,SALVADOR,18/06/2010,0.1,28.3,21.3,25.24,75.25,55
21723,SALVADOR,19/06/2010,6.2,26.1,20.2,23.72,93.75,24
21724,SALVADOR,20/06/2010,1.2,26.9,21.3,23.6,93.75,6
21725,SALVADOR,21/06/2010,1.6,28.3,21.3,24.7,77.0,78
21726,SALVADOR,22/06/2010,0.2,25.9,21.7,24.24,91.5,42
21727,SALVADOR,23/06/2010,1.8,28.5,22.4,25.66,77.75,28
21728,SALVADOR,24/06/2010,1.6,27.7,19.8,24.2,81.0,9
21729,SALVADOR,25/06/2010,5.3,26.5,21.4,24.3,88.5,17
21730,SALVADOR,26/06/2010,3.8,26.4,21.5,24.18,82.0,21
21731,SALVADOR,27/06/2010,0.0,26.9,21.9,24.66,81.5,19
21732,SALVADOR,28/06/2010,2.1,27.3,20.8,24.1,88.25,59
21733,SALVADOR,29/06/2010,4.0,25.7,20.4,23.72,91.0,68
21734,SALVADOR,30/06/2010,16.6,25.0,20.0,22.4,98.0,70
21735,SALVADOR,01/07/2010,36.2,24.8,19.6,22.48,94.0,71
21736,SALVADOR,02/07/2010,32.8,26.0,20.1,22.98,96.5,36
21737,SALVADOR,03/07/2010,90.8,23.2,19.4,21.56,97.0,30
21738,SALVADOR,04/07/2010,56.3,26.3,18.8,23.2,85.75,27
21739,SALVADOR,05/07/2010,6.2,26.6,19.8,24.14,82.75,95
21740,SALVADOR,06/07/2010,11.7,26.2,19.6,23.0,86.5,80
21741,SALVADOR,07/07/2010,11.8,26.8,19.2,22.9,88.25,84
21742,SALVADOR,08/07/2010,16.2,25.1,20.3,23.04,96.0,58
21743,SALVADOR,09/07/2010,2.8,24.7,20.5,22.48,96.75,37
21744,SALVADOR,10/07/2010,15.7,25.3,19.6,22.7,91.25,27
21745,SALVADOR,11/07/2010,6.7,27.7,19.8,23.98,81.25,19
21746,SALVADOR,12/07/2010,1.0,27.2,20.6,23.82,86.75,66
21747,SALVADOR,13/07/2010,5.5,26.3,21.6,23.92,95.0,44
21748,SALVADOR,14/07/2010,1.4,27.4,20.9,24.1,91.25,51
21749,SALVADOR,15/07/2010,3.6,27.1,20.2,23.68,90.5,43
21750,SALVADOR,16/07/2010,38.0,25.0,20.2,22.92,99.25,34
21751,SALVADOR,17/07/2010,50.8,27.3,20.2,24.28,84.5,18
21752,SALVADOR,18/07/2010,34.3,25.5,19.2,22.5,78.0,12
21753,SALVADOR,19/07/2010,1.4,25.9,20.0,22.58,96.0,75
21754,SALVADOR,20/07/2010,10.6,25.6,19.8,23.08,77.75,43
21755,SALVADOR,21/07/2010,0.0,26.0,20.3,23.34,74.5,41
21756,SALVADOR,22/07/2010,15.2,26.5,18.9,22.88,83.75,40
21757,SALVADOR,23/07/2010,0.7,26.4,19.5,23.54,80.25,45
21758,SALVADOR,24/07/2010,9.9,25.6,19.1,22.02,95.0,20
21759,SALVADOR,25/07/2010,12.8,26.8,19.0,23.12,83.25,27
21760,SALVADOR,26/07/2010,4.6,27.1,18.8,23.14,87.0,39
21761,SALVADOR,27/07/2010,1.5,26.5,20.2,23.02,94.75,58
21762,SALVADOR,28/07/2010,8.9,27.3,20.2,24.1,80.25,28
21763,SALVADOR,29/07/2010,0.0,26.8,21.5,24.04,71.5,26
21764,SALVADOR,30/07/2010,0.4,26.7,19.8,23.02,89.0,30
21765,SALVADOR,31/07/2010,4.7,25.9,19.8,22.76,77.0,10
21766,SALVADOR,01/08/2010,18.1,25.5,19.3,22.22,93.75,9
21767,SALVADOR,02/08/2010,10.1,26.5,19.2,23.22,91.75,40
21768,SALVADOR,03/08/2010,7.6,27.5,18.8,23.58,82.0,54
21769,SALVADOR,04/08/2010,3.0,26.6,20.2,23.52,88.25,53
21770,SALVADOR,05/08/2010,4.0,27.3,20.1,23.88,78.0,20
21771,SALVADOR,06/08/2010,3.0,25.1,19.6,22.14,89.75,30
21772,SALVADOR,07/08/2010,7.8,26.0,19.2,22.56,80.0,4
21773,SALVADOR,08/08/2010,0.0,26.9,20.0,23.4,80.0,8
21774,SALVADOR,09/08/2010,0.0,27.1,19.6,23.3,83.5,18
21775,SALVADOR,10/08/2010,0.0,27.2,19.4,23.74,77.75,40
21776,SALVADOR,11/08/2010,0.4,24.9,19.2,22.86,84.25,26
21777,SALVADOR,12/08/2010,8.9,27.2,19.2,23.5,77.0,35
21778,SALVADOR,13/08/2010,0.6,26.5,20.5,23.78,77.0,42
21779,SALVADOR,14/08/2010,3.6,27.4,19.0,23.34,80.25,12
21780,SALVADOR,15/08/2010,4.7,26.3,20.3,23.2,89.5,7
21781,SALVADOR,16/08/2010,9.6,27.0,19.7,23.0,89.0,45
21782,SALVADOR,17/08/2010,14.9,23.4,19.2,21.52,85.75,12
21783,SALVADOR,18/08/2010,10.4,23.8,17.9,21.26,78.5,17
21784,SALVADOR,19/08/2010,5.3,25.0,17.9,21.76,72.25,15
21785,SALVADOR,20/08/2010,2.2,26.9,18.1,22.74,77.75,16
21786,SALVADOR,21/08/2010,0.0,24.9,19.0,22.06,84.25,11
21787,SALVADOR,22/08/2010,7.7,26.5,19.0,23.06,75.25,10
21788,SALVADOR,23/08/2010,3.5,26.0,18.0,22.46,80.0,17
21789,SALVADOR,24/08/2010,7.6,26.7,18.1,22.78,82.25,35
21790,SALVADOR,25/08/2010,9.8,27.5,19.0,23.0,83.25,9
21791,SALVADOR,26/08/2010,0.0,26.2,19.7,22.76,93.0,19
21792,SALVADOR,27/08/2010,25.0,27.3,19.7,23.04,83.75,11
21793,SALVADOR,28/08/2010,1.2,27.3,19.4,23.3,82.25,7
21794,SALVADOR,29/08/2010,5.8,27.5,19.2,23.22,80.0,3
21795,SALVADOR,30/08/2010,0.3,27.9,19.9,23.9,85.25,15
21796,SALVADOR,31/08/2010,1.2,27.1,20.4,23.64,82.5,31
21797,SALVADOR,01/09/2010,0.0,27.3,20.0,23.96,81.5,12
21798,SALVADOR,02/09/2010,4.1,27.0,19.6,23.74,78.5,11
21799,SALVADOR,03/09/2010,0.0,27.1,20.4,23.54,80.0,12
21800,SALVADOR,04/09/2010,0.5,26.4,19.4,23.14,75.75,3
21801,SALVADOR,05/09/2010,0.0,26.7,19.5,23.38,78.5,1
21802,SALVADOR,06/09/2010,0.0,26.1,19.8,23.18,86.25,11
21803,SALVADOR,07/09/2010,2.6,26.9,20.1,23.38,87.25,1
21804,SALVADOR,08/09/2010,16.9,25.7,19.2,22.76,92.5,28
21805,SALVADOR,09/09/2010,0.4,27.9,20.0,23.96,87.0,10
21806,SALVADOR,10/09/2010,5.5,25.0,20.2,23.08,83.25,16
21807,SALVADOR,11/09/2010,3.3,25.9,20.2,23.38,71.5,6
21808,SALVADOR,12/09/2010,0.2,26.1,19.6,23.28,77.75,1
21809,SALVADOR,13/09/2010,0.6,26.9,19.5,23.52,80.5,26
21810,SALVADOR,14/09/2010,0.0,27.7,19.8,23.88,78.25,16
21811,SALVADOR,15/09/2010,0.0,27.5,20.2,24.02,81.75,5
21812,SALVADOR,16/09/2010,2.0,25.7,19.7,22.96,85.5,10
21813,SALVADOR,17/09/2010,1.0,28.0,19.7,23.62,83.75,13
21814,SALVADOR,18/09/2010,2.6,27.4,19.6,23.42,84.5,3
21815,SALVADOR,19/09/2010,0.0,27.3,20.6,23.78,84.25,4
21816,SALVADOR,20/09/2010,1.9,26.1,19.6,23.62,78.25,36
21817,SALVADOR,21/09/2010,7.4,27.8,19.5,23.44,83.75,6
21818,SALVADOR,22/09/2010,1.5,26.9,19.5,23.9,82.75,13
21819,SALVADOR,23/09/2010,0.5,27.8,20.2,24.24,76.75,9
21820,SALVADOR,24/09/2010,1.2,28.8,19.6,24.48,79.0,4
21821,SALVADOR,25/09/2010,3.0,28.9,19.7,24.42,80.0,2
21822,SALVADOR,27/09/2010,0.6,29.4,20.2,25.04,70.75,6
21823,SALVADOR,28/09/2010,0.0,28.9,19.8,24.64,82.0,2
21824,SALVADOR,29/09/2010,0.0,28.5,21.0,25.18,82.25,15
21825,SALVADOR,30/09/2010,0.0,28.1,21.3,24.92,81.5,23
21826,SALVADOR,01/10/2010,0.0,29.7,19.8,24.86,81.75,12
21827,SALVADOR,02/10/2010,0.0,28.9,21.9,25.36,86.5,2
21828,SALVADOR,03/10/2010,0.0,29.1,20.8,24.84,85.25,1
21829,SALVADOR,04/10/2010,0.0,29.3,21.7,25.5,84.25,20
21830,SALVADOR,05/10/2010,1.2,29.7,21.5,24.98,89.75,14
21831,SALVADOR,06/10/2010,0.0,29.5,21.9,25.36,86.75,19
21832,SALVADOR,07/10/2010,0.0,29.9,21.9,25.56,83.75,14
21833,SALVADOR,08/10/2010,0.0,30.9,22.2,26.22,76.75,18
21834,SALVADOR,09/10/2010,0.0,31.4,21.4,25.96,81.5,4
21835,SALVADOR,10/10/2010,0.0,30.3,21.7,25.84,83.75,3
21836,SALVADOR,11/10/2010,0.0,30.3,21.8,25.78,83.0,4
21837,SALVADOR,12/10/2010,0.0,30.2,21.5,25.78,80.75,3
21838,SALVADOR,13/10/2010,0.0,30.0,21.6,25.86,84.75,13
21839,SALVADOR,14/10/2010,0.0,30.4,22.3,26.2,77.75,6
21840,SALVADOR,15/10/2010,0.0,31.0,22.5,26.12,75.0,3
21841,SALVADOR,16/10/2010,0.0,30.9,21.9,26.24,73.5,6
21842,SALVADOR,17/10/2010,0.0,30.9,20.8,26.22,75.75,2
21843,SALVADOR,18/10/2010,0.0,30.0,21.7,25.94,79.75,19
21844,SALVADOR,19/10/2010,0.0,29.4,22.3,25.98,82.5,6
21845,SALVADOR,20/10/2010,40.2,26.0,20.2,23.38,97.25,10
21846,SALVADOR,21/10/2010,7.5,26.9,20.6,23.74,90.75,8
21847,SALVADOR,22/10/2010,0.9,28.5,20.7,24.52,81.25,12
21848,SALVADOR,23/10/2010,0.0,28.8,21.5,24.88,86.75,7
21849,SALVADOR,25/10/2010,0.0,30.3,22.1,26.12,83.75,16
21850,SALVADOR,26/10/2010,0.9,31.2,21.7,26.3,82.75,8
21851,SALVADOR,27/10/2010,0.0,31.5,22.6,26.42,85.0,10
21852,SALVADOR,28/10/2010,4.9,30.3,22.5,26.32,87.25,8
21853,SALVADOR,29/10/2010,1.1,31.2,23.3,26.86,85.25,8
21854,SALVADOR,30/10/2010,0.0,31.7,22.8,26.44,84.25,3
21855,SALVADOR,01/11/2010,0.0,29.4,21.9,25.8,81.75,6
21856,SALVADOR,02/11/2010,0.0,29.1,21.9,25.64,79.75,3
21857,SALVADOR,03/11/2010,0.0,31.3,21.3,26.36,76.5,11
21858,SALVADOR,04/11/2010,0.0,31.3,21.5,26.1,76.25,9
21859,SALVADOR,05/11/2010,0.0,30.9,22.0,26.62,80.0,5
21860,SALVADOR,06/11/2010,0.0,31.0,22.2,26.68,77.75,3
21861,SALVADOR,07/11/2010,0.0,30.4,22.2,26.76,82.25,2
21862,SALVADOR,08/11/2010,0.0,31.2,23.1,26.74,79.25,9
21863,SALVADOR,09/11/2010,0.0,30.9,21.7,26.38,73.5,14
21864,SALVADOR,10/11/2010,6.0,28.7,19.8,24.54,84.5,8
21865,SALVADOR,11/11/2010,0.0,28.3,20.8,25.4,85.0,23
21866,SALVADOR,12/11/2010,3.0,30.9,22.4,26.32,81.25,11
21867,SALVADOR,13/11/2010,2.2,31.1,21.9,26.4,75.75,3
21868,SALVADOR,14/11/2010,0.0,30.8,21.7,26.08,78.75,2
21869,SALVADOR,15/11/2010,0.0,31.4,22.7,26.78,76.5,6
21870,SALVADOR,16/11/2010,0.0,29.3,22.3,25.88,82.0,9
21871,SALVADOR,17/11/2010,0.0,30.4,21.3,25.54,85.25,9
21872,SALVADOR,18/11/2010,0.0,31.3,21.5,26.18,80.75,14
21873,SALVADOR,19/11/2010,0.0,31.7,21.7,26.68,77.0,5
21874,SALVADOR,20/11/2010,0.0,31.5,22.7,26.94,80.75,6
21875,SALVADOR,21/11/2010,0.0,32.1,22.3,26.94,79.25,2
21876,SALVADOR,22/11/2010,0.0,32.3,22.2,26.98,78.5,12
21877,SALVADOR,23/11/2010,0.0,31.3,22.3,26.22,81.25,8
21878,SALVADOR,24/11/2010,0.0,31.7,22.4,26.96,76.0,10
21879,SALVADOR,25/11/2010,0.0,28.3,22.5,25.56,85.75,15
21880,SALVADOR,26/11/2010,1.6,30.3,22.6,26.5,78.75,5
21881,SALVADOR,27/11/2010,0.0,31.6,21.9,26.66,82.5,2
21882,SALVADOR,29/11/2010,0.0,30.3,22.9,26.66,85.75,4
21883,SALVADOR,30/11/2010,14.4,30.1,21.7,25.3,85.0,10
21884,SALVADOR,01/12/2010,0.2,31.3,21.3,26.12,82.25,5
21885,SALVADOR,02/12/2010,0.0,31.3,21.9,26.64,78.0,4
21886,SALVADOR,03/12/2010,0.6,30.9,22.0,26.18,74.75,5
21887,SALVADOR,04/12/2010,0.0,30.5,20.4,25.92,78.75,2
21888,SALVADOR,05/12/2010,0.0,31.2,22.3,26.7,80.0,7
21889,SALVADOR,06/12/2010,0.0,31.1,22.7,26.72,83.25,8
21890,SALVADOR,07/12/2010,0.0,32.4,22.6,26.84,80.0,9
21891,SALVADOR,08/12/2010,0.0,31.3,22.7,26.8,82.0,2
21892,SALVADOR,09/12/2010,0.0,32.3,23.3,27.38,86.5,7
21893,SALVADOR,10/12/2010,1.5,28.5,22.5,25.64,93.0,7
21894,SALVADOR,11/12/2010,43.0,29.6,21.5,25.86,89.5,2
21895,SALVADOR,12/12/2010,12.2,28.1,21.7,25.08,91.0,1
21896,SALVADOR,13/12/2010,38.5,31.3,21.4,26.54,82.0,6
21897,SALVADOR,14/12/2010,4.0,29.9,22.4,25.86,88.25,8
21898,SALVADOR,16/12/2010,0.0,30.7,22.2,26.56,80.0,6
21899,SALVADOR,17/12/2010,0.0,30.2,22.2,26.16,81.25,5
21900,SALVADOR,20/12/2010,0.8,30.0,21.0,25.48,91.0,9
21901,SALVADOR,21/12/2010,1.4,31.0,22.5,26.48,81.0,13
21902,SALVADOR,22/12/2010,0.0,30.6,21.7,26.2,82.25,5
21903,SALVADOR,23/12/2010,0.0,30.1,21.5,25.9,80.75,3
21904,SALVADOR,26/12/2010,0.0,31.4,22.9,27.02,80.0,4
21905,SALVADOR,27/12/2010,0.0,30.8,22.0,26.78,77.75,11
21906,SALVADOR,28/12/2010,0.0,29.9,21.0,26.18,81.0,8
21907,SALVADOR,29/12/2010,0.0,31.3,22.7,26.92,78.5,4
21908,SALVADOR,30/12/2010,0.0,29.7,23.3,26.88,81.5,5
21909,SALVADOR,31/12/2010,0.1,31.5,23.5,26.94,79.5,3
21910,SALVADOR,01/01/2011,0.0,31.3,23.3,26.94,78.75,2
21911,SALVADOR,02/01/2011,0.0,32.0,22.3,27.16,78.75,3
21912,SALVADOR,03/01/2011,0.0,31.7,22.9,27.28,82.75,44
21913,SALVADOR,04/01/2011,0.0,31.7,23.3,27.16,84.5,13
21914,SALVADOR,05/01/2011,0.0,31.8,23.3,27.26,80.25,19
21915,SALVADOR,06/01/2011,0.0,32.0,22.7,26.82,80.25,21
21916,SALVADOR,07/01/2011,6.6,28.7,20.8,25.02,92.25,14
21917,SALVADOR,08/01/2011,12.4,28.7,20.8,24.76,89.75,2
21918,SALVADOR,09/01/2011,1.1,29.0,21.7,25.26,85.25,3
21919,SALVADOR,10/01/2011,0.0,30.5,21.3,26.6,79.75,15
21920,SALVADOR,11/01/2011,0.0,31.5,22.6,27.18,80.5,6
21921,SALVADOR,12/01/2011,31.6,27.2,20.4,24.08,93.25,5
21922,SALVADOR,13/01/2011,4.0,29.6,21.4,25.96,87.0,28
21923,SALVADOR,14/01/2011,6.0,30.8,21.9,26.42,80.75,5
21924,SALVADOR,15/01/2011,0.0,29.6,21.5,25.88,84.0,12
21925,SALVADOR,16/01/2011,0.0,29.5,22.4,25.92,88.25,3
21926,SALVADOR,17/01/2011,16.2,31.2,22.7,26.84,77.5,33
21927,SALVADOR,18/01/2011,0.0,29.7,21.7,26.1,80.25,23
21928,SALVADOR,19/01/2011,6.3,27.8,20.6,24.36,87.5,14
21929,SALVADOR,20/01/2011,1.5,28.5,21.3,24.28,95.5,6
21930,SALVADOR,21/01/2011,16.9,29.3,20.9,25.32,88.75,12
21931,SALVADOR,22/01/2011,0.1,29.7,22.1,26.16,87.0,7
21932,SALVADOR,23/01/2011,0.9,30.5,21.0,25.54,86.5,4
21933,SALVADOR,24/01/2011,1.3,30.3,20.4,25.66,83.5,16
21934,SALVADOR,25/01/2011,10.8,30.0,20.6,25.56,84.5,18
21935,SALVADOR,26/01/2011,1.5,28.4,20.7,25.34,89.25,18
21936,SALVADOR,27/01/2011,39.7,30.3,20.7,26.26,79.75,7
21937,SALVADOR,28/01/2011,4.0,30.7,20.6,25.62,81.25,12
21938,SALVADOR,29/01/2011,7.6,29.4,21.3,25.42,86.5,3
21939,SALVADOR,30/01/2011,1.8,30.7,21.7,26.12,82.5,5
21940,SALVADOR,31/01/2011,0.0,30.4,22.5,26.14,84.0,24
21941,SALVADOR,01/02/2011,0.0,30.7,22.5,26.8,82.0,8
21942,SALVADOR,02/02/2011,0.1,31.1,22.7,26.84,79.25,23
21943,SALVADOR,03/02/2011,0.0,30.5,22.9,26.84,78.5,10
21944,SALVADOR,04/02/2011,0.0,30.8,22.5,26.74,77.25,15
21945,SALVADOR,05/02/2011,0.0,31.2,22.4,26.86,77.5,5
21946,SALVADOR,06/02/2011,0.0,31.3,22.7,26.88,78.75,2
21947,SALVADOR,07/02/2011,0.0,31.5,22.8,26.94,80.0,13
21948,SALVADOR,08/02/2011,0.6,31.5,22.7,27.18,78.5,19
21949,SALVADOR,09/02/2011,0.0,32.0,23.4,27.58,77.0,20
21950,SALVADOR,10/02/2011,1.4,31.3,21.8,26.5,81.5,10
21951,SALVADOR,11/02/2011,0.0,31.7,23.2,27.38,77.5,13
21952,SALVADOR,12/02/2011,0.0,32.5,23.0,27.4,77.0,9
21953,SALVADOR,13/02/2011,0.1,31.4,21.8,27.12,78.0,6
21954,SALVADOR,14/02/2011,0.5,31.3,22.7,26.96,83.5,12
21955,SALVADOR,15/02/2011,0.7,32.3,22.7,27.12,81.75,10
21956,SALVADOR,16/02/2011,0.0,31.1,22.1,27.06,77.5,20
21957,SALVADOR,17/02/2011,0.4,31.9,21.9,26.96,78.25,13
21958,SALVADOR,18/02/2011,5.8,30.1,21.0,25.56,84.5,14
21959,SALVADOR,19/02/2011,1.4,31.8,22.5,27.1,76.75,9
21960,SALVADOR,20/02/2011,0.0,32.0,22.8,27.28,76.25,4
21961,SALVADOR,21/02/2011,0.0,31.9,22.5,27.22,77.75,19
21962,SALVADOR,22/02/2011,0.8,30.8,22.3,26.6,84.25,12
21963,SALVADOR,23/02/2011,0.0,32.3,22.7,27.44,80.5,18
21964,SALVADOR,24/02/2011,0.0,32.7,22.9,27.68,80.0,12
21965,SALVADOR,25/02/2011,0.0,32.9,22.8,27.62,81.0,32
21966,SALVADOR,26/02/2011,0.0,30.8,22.2,27.0,83.0,13
21967,SALVADOR,27/02/2011,34.2,31.1,21.7,26.48,82.75,7
21968,SALVADOR,28/02/2011,0.2,30.2,22.1,26.46,76.0,27
21969,SALVADOR,01/03/2011,0.0,31.0,21.6,26.4,79.5,20
21970,SALVADOR,02/03/2011,0.0,31.5,22.3,27.2,80.25,7
21971,SALVADOR,03/03/2011,12.7,31.7,22.6,26.9,88.0,12
21972,SALVADOR,04/03/2011,0.0,31.2,23.1,27.44,80.75,11
21973,SALVADOR,05/03/2011,1.1,31.3,22.8,27.22,79.75,11
21974,SALVADOR,06/03/2011,0.0,30.8,22.9,26.9,83.0,17
21975,SALVADOR,07/03/2011,0.0,31.3,22.5,27.2,81.25,6
21976,SALVADOR,08/03/2011,0.0,30.0,22.3,27.0,84.25,9
21977,SALVADOR,09/03/2011,5.0,31.9,23.2,27.6,81.25,14
21978,SALVADOR,10/03/2011,0.0,29.9,22.5,26.96,85.5,18
21979,SALVADOR,11/03/2011,0.0,30.4,23.6,27.4,85.75,29
21980,SALVADOR,12/03/2011,0.0,32.0,23.2,27.58,79.0,12
21981,SALVADOR,13/03/2011,0.0,32.3,21.0,25.72,85.0,6
21982,SALVADOR,14/03/2011,6.8,32.8,21.0,27.2,78.25,23
21983,SALVADOR,15/03/2011,0.0,32.6,23.6,28.24,73.0,12
21984,SALVADOR,16/03/2011,0.0,33.4,22.9,28.1,77.25,14
21985,SALVADOR,17/03/2011,0.0,31.7,22.9,27.16,85.25,9
21986,SALVADOR,18/03/2011,0.0,26.8,23.5,25.7,93.0,16
21987,SALVADOR,19/03/2011,79.0,28.5,21.3,25.06,93.5,7
21988,SALVADOR,20/03/2011,0.3,29.0,21.7,25.98,88.0,9
21989,SALVADOR,21/03/2011,14.7,26.8,21.7,24.76,95.0,18
21990,SALVADOR,22/03/2011,2.4,29.1,22.4,25.86,93.75,18
21991,SALVADOR,23/03/2011,37.3,28.9,21.5,25.1,92.5,23
21992,SALVADOR,24/03/2011,10.3,28.9,21.7,25.68,93.0,13
21993,SALVADOR,25/03/2011,8.0,29.9,22.3,26.5,88.5,30
21994,SALVADOR,26/03/2011,0.4,29.4,23.2,26.66,87.5,18
21995,SALVADOR,27/03/2011,10.4,27.8,22.0,25.24,94.5,10
21996,SALVADOR,28/03/2011,12.1,29.9,21.5,26.26,86.5,39
21997,SALVADOR,29/03/2011,0.0,30.4,22.2,26.76,86.0,27
21998,SALVADOR,30/03/2011,0.0,31.4,22.2,27.14,84.25,33
21999,SALVADOR,31/03/2011,0.2,31.4,22.2,27.28,82.25,34
22000,SALVADOR,01/04/2011,0.0,30.6,22.5,27.0,84.25,61
22001,SALVADOR,02/04/2011,0.0,31.3,22.7,27.32,83.75,26
22002,SALVADOR,03/04/2011,0.0,31.3,22.9,27.42,82.75,14
22003,SALVADOR,04/04/2011,0.0,30.9,22.2,26.82,81.5,40
22004,SALVADOR,05/04/2011,0.2,31.9,22.4,27.14,78.25,38
22005,SALVADOR,06/04/2011,0.0,30.5,22.7,27.2,79.25,30
22006,SALVADOR,07/04/2011,0.0,30.6,21.7,26.84,82.5,25
22007,SALVADOR,08/04/2011,13.2,30.3,21.4,26.02,85.25,50
22008,SALVADOR,09/04/2011,8.2,27.7,20.5,23.52,96.25,22
22009,SALVADOR,10/04/2011,22.2,28.9,20.2,24.68,88.5,13
22010,SALVADOR,11/04/2011,1.0,30.3,21.0,26.54,81.0,42
22011,SALVADOR,12/04/2011,20.0,30.4,21.3,26.14,83.25,37
22012,SALVADOR,13/04/2011,1.4,30.4,22.4,26.72,87.0,16
22013,SALVADOR,14/04/2011,4.4,30.7,21.3,26.0,88.25,31
22014,SALVADOR,15/04/2011,18.5,28.9,21.0,25.9,84.0,21
